央视频道,#genre#
玄幻,http://allinone.netsite.cc/huya/11342414
谍战,http://allinone.netsite.cc/huya/21059585
战争,http://allinone.netsite.cc/huya/21059592
喜剧,http://allinone.netsite.cc/huya/11352877
港片,http://allinone.netsite.cc/huya/11602043
国产,http://allinone.netsite.cc/huya/11352973
小鬼头,http://allinone.netsite.cc/huya/11352963
八点档,http://allinone.netsite.cc/huya/880261
蜘蛛侠,http://allinone.netsite.cc/huya/21059599
贺岁片,http://allinone.netsite.cc/huya/11601986
功夫片,http://allinone.netsite.cc/huya/11352941
黑帮片,http://allinone.netsite.cc/huya/11336719
丧尸片,http://allinone.netsite.cc/huya/21059578
灾难片,http://allinone.netsite.cc/huya/11602075
谍战片,http://allinone.netsite.cc/huya/21059587
战争片,http://allinone.netsite.cc/huya/21059574
犯罪片,http://allinone.netsite.cc/huya/11352974
古装片,http://allinone.netsite.cc/huya/11336590
高分动作,http://allinone.netsite.cc/huya/11352884
动作电影,http://allinone.netsite.cc/huya/11602077
搞笑喜剧,http://allinone.netsite.cc/huya/11342423
喜剧专场,http://allinone.netsite.cc/huya/11602044
欢笑影院,http://allinone.netsite.cc/huya/11352894
不挤影院,http://allinone.netsite.cc/huya/11352897
国产悬疑,http://allinone.netsite.cc/huya/11342395
快意江湖,http://allinone.netsite.cc/huya/11342435
黑帮斗争,http://allinone.netsite.cc/huya/11342419
古墓系列,http://allinone.netsite.cc/huya/11352913
嫣然影厅,http://allinone.netsite.cc/huya/11601977
女神系列,http://allinone.netsite.cc/huya/11336571
经典女神,http://allinone.netsite.cc/huya/11352909
许氏三杰,http://allinone.netsite.cc/huya/11602033
经典港片,http://allinone.netsite.cc/huya/11352965
镖行天下,http://allinone.netsite.cc/huya/11352969
高能反转,http://allinone.netsite.cc/huya/11352887
喜乐影院,http://allinone.netsite.cc/huya/21059580
蘑菇影厅,http://allinone.netsite.cc/huya/11601981
搞笑恐怖,http://allinone.netsite.cc/huya/11601960
死神来了,http://allinone.netsite.cc/huya/11352903
变形金刚,http://allinone.netsite.cc/huya/21059596
怪兽系列,http://allinone.netsite.cc/huya/21059554

剧集轮播,#genre#
家有儿女,http://allinone.netsite.cc/huya/11352872
金庸剧,http://allinone.netsite.cc/huya/11602082
庆余年,http://allinone.netsite.cc/huya/11352960
铁齿铜牙纪晓岚,http://allinone.netsite.cc/huya/11342396
TVB西游记,http://allinone.netsite.cc/huya/23728660
开心鬼,http://allinone.netsite.cc/huya/11342423
爱情公寓,http://allinone.netsite.cc/huya/11336726
新水浒,http://allinone.netsite.cc/huya/11342384
搞笑一家人,http://allinone.netsite.cc/huya/11342402
龙门镖局,http://allinone.netsite.cc/huya/11352874
三国演义,http://allinone.netsite.cc/huya/11602081
父母爱情,http://allinone.netsite.cc/huya/11602071
神探狄仁杰,http://allinone.netsite.cc/huya/11342425
羞涩的茄子,http://allinone.netsite.cc/huya/11336590
加班狗,http://allinone.netsite.cc/huya/11352891
Wang-我的女人,http://allinone.netsite.cc/huya/11352940
我是詹密,http://allinone.netsite.cc/huya/11342439
领带哥,http://allinone.netsite.cc/huya/11342430
纪晓岚智斗和珅,http://allinone.netsite.cc/huya/29267709
傻妞,http://allinone.netsite.cc/huya/11342426
痞子帅叔叔,http://allinone.netsite.cc/huya/11342433
萌新司机,http://allinone.netsite.cc/huya/11352881
大侠,http://allinone.netsite.cc/huya/11602085
万合鲜肉老师,http://allinone.netsite.cc/douyu/9815091
经典搞笑电视剧,http://allinone.netsite.cc/douyu/5429211
新三国,http://allinone.netsite.cc/douyu/5908256
好剧看不停,http://allinone.netsite.cc/douyu/9388938


综艺轮播,#genre#
辽台好物种草,http://allinone.netsite.cc/douyu/9067836
辽视欢乐大集锦,http://allinone.netsite.cc/douyu/9403712
辽视辽宁春晚,http://allinone.netsite.cc/douyu/9403738
辽视组团上春晚,http://allinone.netsite.cc/douyu/9406416
龙视爱笑会议室,http://allinone.netsite.cc/douyu/9375430
龙视本山快乐营,http://allinone.netsite.cc/douyu/9374865
龙视开心麻花街,http://allinone.netsite.cc/douyu/9374862
龙视欢乐英雄转,http://allinone.netsite.cc/douyu/9374836
龙视超级笑匠,http://allinone.netsite.cc/douyu/9375450
赵本山经典小品,http://allinone.netsite.cc/douyu/9817716
宋小宝小品,http://allinone.netsite.cc/douyu/9817729
开心麻花经典小品,http://allinone.netsite.cc/douyu/10153463
贾玲经典小品,http://allinone.netsite.cc/douyu/10419541
许君聪经典小品,http://allinone.netsite.cc/douyu/10419558
篮球人物,http://allinone.netsite.cc/douyu/8434598
欢乐送,http://allinone.netsite.cc/douyu/9273031
笑傲帮,http://allinone.netsite.cc/huya/11352908
笑傲江湖,http://allinone.netsite.cc/huya/11352937
中国喜剧力量,http://allinone.netsite.cc/douyu/9403781
相声小品,http://allinone.netsite.cc/douyu/9286868
SMG最强大脑,http://allinone.netsite.cc/huya/11352914
陈翔六点半,http://allinone.netsite.cc/huya/11274154
德云郭德纲相声,http://allinone.netsite.cc/huya/25343324
岳云鹏,http://allinone.netsite.cc/huya/11342437
极限挑战,http://allinone.netsite.cc/huya/11352914

埋堆堆,#genre#
埋堆堆01,http://allinone.netsite.cc/huya/23749096
埋堆堆02,http://allinone.netsite.cc/huya/23735126
埋堆堆03,http://allinone.netsite.cc/huya/23740156
埋堆堆04,http://allinone.netsite.cc/huya/23728660
埋堆堆05,http://allinone.netsite.cc/huya/23865080
埋堆堆06,http://allinone.netsite.cc/huya/23863804
埋堆堆07,http://allinone.netsite.cc/huya/23864973
埋堆堆08,http://allinone.netsite.cc/huya/23734169
埋堆堆09,http://allinone.netsite.cc/huya/23865171
埋堆堆10,http://allinone.netsite.cc/huya/23903130
埋堆堆11,http://allinone.netsite.cc/huya/23860039
埋堆堆12,http://allinone.netsite.cc/huya/23865142
埋堆堆13,http://allinone.netsite.cc/huya/23903123
埋堆堆14,http://allinone.netsite.cc/huya/23734183
埋堆堆15,http://allinone.netsite.cc/huya/23734256
埋堆堆16,http://allinone.netsite.cc/huya/23903183
埋堆堆17,http://allinone.netsite.cc/huya/23903196
埋堆堆18,http://allinone.netsite.cc/huya/23829543
埋堆堆19,http://allinone.netsite.cc/huya/23728674
埋堆堆20,http://allinone.netsite.cc/huya/23865036
埋堆堆21,http://allinone.netsite.cc/huya/23749083
埋堆堆22,http://allinone.netsite.cc/huya/23865058
埋堆堆23,http://allinone.netsite.cc/huya/23863796
埋堆堆24,http://allinone.netsite.cc/huya/23824164


影视解说,#genre#
特辑电影院,http://allinone.netsite.cc/douyu/3637778
牛叔说电影,http://allinone.netsite.cc/douyu/2758565
牛叔说电影二台,http://allinone.netsite.cc/douyu/10010651
小片片说大片,http://allinone.netsite.cc/douyu/4258555
大片片说小片,http://allinone.netsite.cc/douyu/7489563
小片片说大片二台,http://allinone.netsite.cc/douyu/10011547
万合出品,http://allinone.netsite.cc/douyu/9220456
火龙果说电影,http://allinone.netsite.cc/douyu/9559158
进击的神乐,http://allinone.netsite.cc/douyu/85894
科幻Fans布玛,http://allinone.netsite.cc/douyu/3508304
小约翰可汗,http://allinone.netsite.cc/douyu/9738854
尉迟杰影评,http://allinone.netsite.cc/douyu/8850682
开心锤锤动漫,http://allinone.netsite.cc/douyu/9018297
PP看动漫,http://allinone.netsite.cc/douyu/9837291
虫哥说电影,http://allinone.netsite.cc/douyu/8915074
刘哔电影,http://allinone.netsite.cc/douyu/2632223
UU娇哒哒呀,http://allinone.netsite.cc/douyu/96577
OneGuy丶,http://allinone.netsite.cc/douyu/9734098
都市夜魔人老王,http://allinone.netsite.cc/douyu/610972
电影迷小雅,http://allinone.netsite.cc/douyu/9639225
1900影剧室,http://allinone.netsite.cc/douyu/7796193
老邪说电影,http://allinone.netsite.cc/douyu/9222870
老秦说秦,http://allinone.netsite.cc/douyu/9650131
史君说剧,http://allinone.netsite.cc/douyu/9419771
鬼兄奇谈,http://allinone.netsite.cc/douyu/8722254
老烟斗鬼故事,http://allinone.netsite.cc/douyu/23379393
说电影,http://allinone.netsite.cc/douyu/9643264
星君说电影,http://allinone.netsite.cc/douyu/8014467
侃片大师兄,http://allinone.netsite.cc/douyu/9338839
史君观影,http://allinone.netsite.cc/douyu/9644669
怪兽马提尼电影,http://allinone.netsite.cc/douyu/9075333
粤语电影丶,http://allinone.netsite.cc/douyu/1226741
发条张的电影最TOP,http://allinone.netsite.cc/douyu/2164691
酷炫小剧场,http://allinone.netsite.cc/douyu/36337
代娱说美剧,http://allinone.netsite.cc/douyu/9123570
圈踢动漫,http://allinone.netsite.cc/douyu/1952680
小陶气说动漫,http://allinone.netsite.cc/douyu/9527700
谁语说电影,http://allinone.netsite.cc/douyu/8705754
真香动漫解说,http://allinone.netsite.cc/douyu/9391292
楠者电影,http://allinone.netsite.cc/douyu/9485398
阿苏电影,http://allinone.netsite.cc/douyu/9037784
浩贤说电影,http://allinone.netsite.cc/douyu/10535867
百晓生说剧,http://allinone.netsite.cc/douyu/9649681
小涛讲电影V,http://allinone.netsite.cc/douyu/8415464
逗米说电影,http://allinone.netsite.cc/douyu/421222
松轩说电影,http://allinone.netsite.cc/douyu/1524969
老鱼说剧,http://allinone.netsite.cc/douyu/9994377
五分钟电影汇,http://allinone.netsite.cc/douyu/8443438
沉郁观影,http://allinone.netsite.cc/douyu/9393577
阎君说剧,http://allinone.netsite.cc/douyu/10475459
安小闫说电影x,http://allinone.netsite.cc/douyu/1842621
快哥说老片,http://allinone.netsite.cc/douyu/10411518
罗叔说戏,http://allinone.netsite.cc/douyu/9788756
独立鱼电影,http://allinone.netsite.cc/douyu/2413555
二哈讲电影,http://allinone.netsite.cc/douyu/8778280
已知艺术家漫画解说,http://allinone.netsite.cc/douyu/5907076
博然讲电影,http://allinone.netsite.cc/douyu/9561992
宇哥讲电影,http://allinone.netsite.cc/douyu/2104744
冬粮说故事,http://allinone.netsite.cc/douyu/5192695
指缝里看电影,http://allinone.netsite.cc/douyu/9647834
飞碟说官方,http://allinone.netsite.cc/douyu/1449125
九叔说电影v,http://allinone.netsite.cc/douyu/9348282
电影刘油果,http://allinone.netsite.cc/douyu/3985805
汪哥说电影,http://allinone.netsite.cc/douyu/9312685
童乐说电影,http://allinone.netsite.cc/douyu/9660704
据说放映室,http://allinone.netsite.cc/douyu/8837964
鸡哥聊电影,http://allinone.netsite.cc/douyu/5067952
秀才侃娱乐,http://allinone.netsite.cc/douyu/9382873
女汉子说电影,http://allinone.netsite.cc/douyu/9395966
火龙果讲电影本人,http://allinone.netsite.cc/douyu/2039501
动漫推荐i,http://allinone.netsite.cc/douyu/5187099
low君热剧,http://allinone.netsite.cc/douyu/8461020
号说动漫,http://allinone.netsite.cc/douyu/9822277
怪味爆米花电影,http://allinone.netsite.cc/douyu/9422144
王坑坑聊电影,http://allinone.netsite.cc/douyu/9402110
菠萝说电影,http://allinone.netsite.cc/douyu/3714736
岁电影,http://allinone.netsite.cc/douyu/8884164
老电影故事,http://allinone.netsite.cc/douyu/9167273
伯乐说电影V,http://allinone.netsite.cc/douyu/9386057
好像视说故事,http://allinone.netsite.cc/douyu/8891883
米粒儿动漫,http://allinone.netsite.cc/douyu/9445279
大魔王动漫解说,http://allinone.netsite.cc/douyu/9963128
小岛讲电影,http://allinone.netsite.cc/douyu/9390955
腹黑电影,http://allinone.netsite.cc/douyu/8867878
喜人电影,http://allinone.netsite.cc/douyu/10348735
北大落说大片,http://allinone.netsite.cc/douyu/8828811
晓麦讲电影,http://allinone.netsite.cc/douyu/453963
电影小班长,http://allinone.netsite.cc/douyu/549693
小超讲电影,http://allinone.netsite.cc/douyu/3432645
老王的夜电影院,http://allinone.netsite.cc/douyu/3498219
驴哥说电影,http://allinone.netsite.cc/douyu/5376478
西施撩电影,http://allinone.netsite.cc/douyu/7532080
维立方电影,http://allinone.netsite.cc/douyu/8706393
电影先锋V,http://allinone.netsite.cc/douyu/8711212
少年看电影,http://allinone.netsite.cc/douyu/8762120
新视角解说,http://allinone.netsite.cc/douyu/8813254
Michael说大片,http://allinone.netsite.cc/douyu/8841881
皮皮动漫星球,http://allinone.netsite.cc/douyu/8841920
电影幕后喵,http://allinone.netsite.cc/douyu/8884074
享看电影,http://allinone.netsite.cc/douyu/8974130
十里说,http://allinone.netsite.cc/douyu/9064711
撩电影8,http://allinone.netsite.cc/douyu/9351043
狗毛电影,http://allinone.netsite.cc/douyu/9356637
莱纳电影,http://allinone.netsite.cc/douyu/9356937
小丽说电影,http://allinone.netsite.cc/douyu/9368016
钱小元说电影,http://allinone.netsite.cc/douyu/9368265
可乐撩电影,http://allinone.netsite.cc/douyu/9371552
JG影视解说,http://allinone.netsite.cc/douyu/9391277
洛克电影,http://allinone.netsite.cc/douyu/9414884
晓晓说电影,http://allinone.netsite.cc/douyu/9430717
丽姐说电影,http://allinone.netsite.cc/douyu/9437283
女神撩电影,http://allinone.netsite.cc/douyu/9439594
奇怪电影,http://allinone.netsite.cc/douyu/9440966
神羊说电影,http://allinone.netsite.cc/douyu/9443552
君笑坊,http://allinone.netsite.cc/douyu/944409377
说电影,http://allinone.netsite.cc/douyu/9444320
鹏友说电影,http://allinone.netsite.cc/douyu/9445244
迷剧阿菁,http://allinone.netsite.cc/douyu/9486024
蛋黄讲动漫,http://allinone.netsite.cc/douyu/9542834
三新动漫,http://allinone.netsite.cc/douyu/9548279
小浅说电影,http://allinone.netsite.cc/douyu/9665834
猫叔说电影,http://allinone.netsite.cc/douyu/9820039
老王追剧吧,http://allinone.netsite.cc/douyu/9937291
一朵老香菇解说,http://allinone.netsite.cc/douyu/10050914
开心逛剧场,http://allinone.netsite.cc/douyu/10329310
剧燃有趣,http://allinone.netsite.cc/douyu/10329702
说笑武林,http://allinone.netsite.cc/douyu/10329706
