
央视-IPV4,#genre#
CCTV13,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226543/1.m3u8

CCTV14,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227173/1.m3u8
CCTV14,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226572/1.m3u8
CCTV14,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226475/1.m3u8

CCTV15,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227175/1.m3u8
CCTV15,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226590/1.m3u8
CCTV15,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226478/1.m3u8

CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8

CCTV17,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227188/1.m3u8
CCTV17,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226473/1.m3u8
CCTV17,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226630/1.m3u8

CETV1,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226471/1.m3u8
CETV1,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226592/1.m3u8
CETV2,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227194/1.m3u8
CETV3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV4,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227200/1.m3u8


CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8

CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8

CCTV2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV1,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000210103.m3u8
CCTV2,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203603.m3u8
CCTV3,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203803.m3u8
CCTV4,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204803.m3u8
CCTV5,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205103.m3u8
CCTV5+,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204503.m3u8
CCTV6,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203303.m3u8
CCTV7,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000510003.m3u8
CCTV8,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203903.m3u8
CCTV9,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000499403.m3u8
CCTV10,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203503.m3u8
CCTV11,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204103.m3u8
CCTV12,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000202603.m3u8
CCTV13,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8
CCTV14,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204403.m3u8
CCTV15,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8
CCTV16,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012375003.m3u8
CCTV17,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204203.m3u8

CETV1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8


卫视-IPV4,#genre#

北京卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227179/1.m3u8
北京卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226452/1.m3u8
北京卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226519/1.m3u8

河北卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227222/1.m3u8
河北卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226611/1.m3u8
河北卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226462/1.m3u8

贵州卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227224/1.m3u8
贵州卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226632/1.m3u8
贵州卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226460/1.m3u8

湖南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227205/1.m3u8
湖南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226659/1.m3u8

安徽卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227230/1.m3u8
安徽卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226578/1.m3u8
安徽卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226455/1.m3u8

云南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227211/1.m3u8
云南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226660/1.m3u8
云南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226427/1.m3u8

重庆卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227220/1.m3u8
重庆卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226676/1.m3u8
重庆卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226420/1.m3u8

东方卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227199/1.m3u8
东方卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226681/1.m3u8
东方卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226450/1.m3u8

江苏卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227228/1.m3u8
江苏卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226722/1.m3u8
江苏卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226451/1.m3u8

深圳卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227203/1.m3u8
深圳卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226700/1.m3u8
深圳卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226426/1.m3u8

浙江卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227202/1.m3u8
浙江卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226682/1.m3u8
浙江卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226448/1.m3u8

吉林卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227240/1.m3u8
吉林卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226684/1.m3u8
吉林卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226425/1.m3u8

广东卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227201/1.m3u8
广东卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226525/1.m3u8
广东卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226454/1.m3u8

辽宁卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227236/1.m3u8
辽宁卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226586/1.m3u8
辽宁卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226457/1.m3u8

黑龙江卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226533/1.m3u8
黑龙江卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226453/1.m3u8

广西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227242/1.m3u8
广西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226540/1.m3u8
广西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226416/1.m3u8


天津卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227209/1.m3u8
天津卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226621/1.m3u8


山东卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227234/1.m3u8
山东卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226564/1.m3u8
山东卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226456/1.m3u8

山西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227191/1.m3u8
山西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226419/1.m3u8

东南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226720/1.m3u8
东南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226423/1.m3u8

江西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227226/1.m3u8
江西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226594/1.m3u8
江西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226428/1.m3u8

四川卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227197/1.m3u8
四川卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226429/1.m3u8
四川卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226573/1.m3u8

湖北卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227238/1.m3u8
湖北卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226579/1.m3u8
湖北卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226424/1.m3u8

青海卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226584/1.m3u8
青海卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226414/1.m3u8

海南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226417/1.m3u8
海南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226562/1.m3u8

宁夏卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226418/1.m3u8
宁夏卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226710/1.m3u8

甘肃卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226547/1.m3u8

陕西卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226458/1.m3u8

延边卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227253/1.m3u8
康巴卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227259/1.m3u8
兵团卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227204/1.m3u8
新疆卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227193/1.m3u8
新疆卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226657/1.m3u8
西藏卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226669/1.m3u8
内蒙古卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227185/1.m3u8
内蒙古卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226517/1.m3u8
大湾区卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227278/1.m3u8


河南-IPV4,#genre#

河南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227198/1.m3u8
河南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226639/1.m3u8
河南卫视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226463/1.m3u8

民生频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227268/1.m3u8
民生频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226685/1.m3u8
民生频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226433/1.m3u8

都市频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227241/1.m3u8
都市频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226430/1.m3u8
都市频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226649/1.m3u8

电视剧频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227270/1.m3u8
电视剧频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226437/1.m3u8
电视剧频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226438/1.m3u8
电视剧频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226521/1.m3u8

戏曲频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226438/1.m3u8
戏曲频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226561/1.m3u8

移动戏曲,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226628/1.m3u8
移动戏曲,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226436/1.m3u8
移动电视,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226871/1.m3u8

公共频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227243/1.m3u8
公共频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226441/1.m3u8
公共频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226566/1.m3u8

乡村频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226443/1.m3u8
乡村频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226576/1.m3u8

河南国际,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226434/1.m3u8
河南国际,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226588/1.m3u8

新闻频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226439/1.m3u8
新闻频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226544/1.m3u8

法制频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226435/1.m3u8
法制频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226724/1.m3u8

收藏天下,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226447/1.m3u8
收藏天下,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226638/1.m3u8

中华功夫,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226692/1.m3u8
中华功夫,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226440/1.m3u8

河南4K,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226526/1.m3u8
欢腾购物,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226641/1.m3u8

美食汇,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226702/1.m3u8
美食汇,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226442/1.m3u8

棋牌汇,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226449/1.m3u8
棋牌汇,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226602/1.m3u8

百姓调解,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226444/1.m3u8
百姓调解,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226581/1.m3u8

晴彩中原,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226445/1.m3u8
晴彩中原,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226589/1.m3u8

健康河南,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221227110/1.m3u8

郑州1-新闻综合,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226618/1.m3u8
郑州1-新闻综合,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226404/1.m3u8

郑州2-商都频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226402/1.m3u8
郑州2-商都频道,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226650/1.m3u8

郑州3-文体旅游,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226407/1.m3u8
郑州3-文体旅游,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226627/1.m3u8

郑州4-影视戏曲,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226645/1.m3u8
郑州4-影视戏曲,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226405/1.m3u8

郑州5-妇女儿童,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226686/1.m3u8
郑州5-妇女儿童,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226403/1.m3u8

郑州6-都市生活,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226400/1.m3u8
郑州6-都市生活,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226708/1.m3u8

焦作综合,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226604/1.m3u8
焦作教育,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226648/1.m3u8
焦作公共,http://iptv.cdn.ha.chinamobile.com:80/PLTV/88888888/224/3221226391/1.m3u8
